index  ,sic3 ,yr ,ldsal ,lemp,ldnpt,ldrst ,ldrnd ,ldinv
696,353,88,4.365431,-0.0283995,2.538795,2.410671,1.033752,1.240177
697,262,83,7.8569,3.044523,6.552303,3.99379,3.266111,5.675736
697,262,88,8.570134,3.73767,7.971169,5.003186,3.999839,6.501238
698,349,78,4.590845,0.0953102,3.089277,2.081446,1.113797,2.113194
698,349,83,4.49973,0.0246926,3.487341,2.755608,0.9989432,1.084268
699,358,88,6.292549,1.700192,4.257859,2.499384,0.7702872,2.871276
700,367,78,2.632038,-1.272966,0.4568579,0.6453766,-0.9496272,-1.118206
700,367,83,3.568684,-0.5430046,0.8227287,0.4940788,-1.522239,-0.5345014
700,367,88,3.911548,-0.6481738,1.176858,0.2688095,-1.760373,-0.3842901
701,283,73,8.327174,3.893859,6.858591,6.495197,5.162786,5.734794
701,283,78,8.763461,4.204693,7.259463,6.954658,5.591825,5.832154
701,283,83,8.890204,4.348987,7.726718,7.426024,6.121792,6.011856
701,283,88,9.042594,4.398146,7.693069,7.886436,6.478829,6.470667
702,366,73,3.982193,0.2768739,2.163865,2.67832,1.389982,0.8319377
702,366,78,4.012198,0.1823216,2.987339,3.319699,1.366844,0.1835646
703,382,73,6.348141,2.261763,4.452152,4.069404,2.5994,2.827651
703,382,83,7.223635,3.030134,5.830721,4.581158,3.282584,4.143118
703,382,88,7.992526,3.363842,6.448819,5.179107,3.954583,5.409159
704,284,78,4.175711,-0.5923973,2.99521,1.558762,0.2237991,0.2554517
704,284,83,3.891896,-0.597837,2.992268,1.771002,-0.1067362,0.0630751
704,284,88,3.331626,-1.402424,2.636344,1.675215,-0.6468907,-0.9192133
705,394,88,5.475806,0.3784365,2.768934,2.850565,1.495344,1.453762
706,343,83,2.840646,-0.8462984,1.891407,1.286284,-0.2447476,-0.7835862
707,362,73,5.920967,1.375991,4.646798,2.854926,1.496936,2.392693
707,362,78,5.587647,1.131402,4.691033,2.887724,0.7566605,1.407705
707,362,83,4.977605,0.6286086,4.185608,2.567003,0.3408016,1.149838
707,362,88,5.295411,0.8219801,3.593226,2.390535,1.030309,2.404067
708,353,73,6.785536,2.30568,5.122205,4.751787,3.104498,3.573683
708,353,78,6.972375,2.52996,5.776737,4.81517,2.448883,4.136693
709,353,78,6.972375,2.52996,5.780725,4.839108,2.448883,4.136693
709,353,88,6.220927,1.458615,4.955621,4.040067,0.9260976,2.423735
710,367,78,5.307447,1.280934,3.937545,1.412641,-0.8003309,2.484658
711,382,83,3.188222,-1.313044,0.6808646,1.969386,1.095232,0.675702
712,357,88,3.05052,-1.877317,0.5864888,1.979809,1.077456,-0.2646042
713,382,88,3.960758,-0.6891552,2.793466,2.540972,1.047065,1.112779
714,283,78,3.069599,-1.565421,0.7637308,0.9437527,-0.7298792,-2.746078
714,283,83,3.248703,-1.164752,2.103315,1.404453,0.1654954,-1.012873
714,283,88,3.315202,-1.324259,1.904631,2.162225,1.149777,-0.2954946
715,333,73,8.05092,3.252736,7.930014,5.188271,3.176616,4.851836
715,333,78,8.254781,3.290824,7.961959,5.142781,3.195657,5.48622
715,333,83,8.075766,2.847696,8.318903,5.087272,3.10334,5.353722
716,324,73,6.057844,1.193619,6.023676,2.141971,0.4281934,3.77062
717,331,73,6.479715,1.702928,5.48037,3.021392,0.556091,3.306714
718,283,78,2.452475,-1.731606,1.175665,0.7925919,0.0226914,-1.13664
719,354,73,4.825306,0.5782973,3.967714,2.932249,1.43203,0.2393882
719,354,78,5.018196,0.5766134,3.395009,3.012539,0.8435436,1.548197
720,361,78,4.828646,0.5596158,3.509092,2.561043,0.7077935,1.146691
720,361,83,5.315156,0.9162908,3.943151,2.512835,0.7720644,1.481096
721,382,83,3.591976,-0.8074363,1.830178,2.638733,1.304892,-0.2223809
721,382,88,4.234073,-0.5464528,1.917009,3.216067,1.92372,0.8199685
722,204,73,7.065733,2.780247,6.481672,4.318533,2.378222,4.493531
722,204,78,7.591014,3.039988,6.936289,4.358013,2.680347,4.933077
722,204,83,7.727738,2.906518,7.157387,4.660045,3.551645,5.077841
722,204,88,8.218591,2.85997,7.596676,5.210016,3.703268,6.260429
723,233,78,6.558436,2.85647,4.994314,1.699314,0.0650507,2.853033
723,233,83,6.424383,2.70805,4.894441,1.710127,-0.0262123,2.525688
724,354,73,5.523791,1.209259,4.323459,3.697203,1.949423,1.936293
724,354,78,5.806338,1.521699,4.774497,3.875143,2.126669,2.810481
724,354,83,5.676444,1.585145,5.276837,4.11406,2.505044,2.738376
724,354,88,6.019366,1.607436,5.076043,4.24127,2.243584,3.808304
725,342,73,4.618355,0.1097509,2.86213,1.839137,-0.024939,0.8045687
725,342,78,4.68352,0.2390169,2.998862,2.057992,0.4791827,1.580977
726,366,88,3.232372,-1.382302,1.834137,1.486435,0.1429076,0.6902246
727,291,78,7.940275,2.41126,7.988659,3.601231,2.099927,5.999584
727,291,83,7.714772,2.255913,8.301653,3.987666,2.257724,6.063312
727,291,88,7.931771,2.050399,8.056945,4.108624,2.530548,5.9861
728,382,73,5.037,0.7309245,3.826427,3.336484,1.489189,0.9499607
728,382,78,5.029622,0.6307397,3.623027,3.387199,1.615322,1.150478
729,382,83,2.787469,-1.418818,2.287518,2.167704,0.8167874,0.8364854
730,367,83,2.023774,-2.263364,0.4266034,-0.0223514,-1.438239,-0.4722442
731,280,73,6.295863,0.8870679,6.000751,4.04552,2.167786,3.818448
732,382,78,4.245766,-0.1625189,2.404252,0.0433577,-1.77873,0.9269796
732,382,88,4.186081,-0.1911605,2.844366,0.2670504,-1.212057,-0.2620725
733,283,78,2.521069,-2.302585,-0.4227782,-0.5607968,-1.166435,-1.736593
733,283,83,5.041831,0.1397619,3.521832,2.000049,1.728894,2.372608
734,357,88,5.062076,0.6931472,3.277989,3.842153,2.003176,2.139837
735,331,73,6.514051,2.105353,5.7567,0.9229582,0.2042469,3.017819
735,331,78,6.203757,1.928619,5.682361,1.604063,-0.4170069,2.582137
736,344,73,3.763427,-0.6577801,2.552465,1.151071,-0.5510321,0.8297755
737,349,73,4.145394,-0.9238189,2.251161,1.159735,-0.216393,0.024511
737,349,78,4.834218,0.2086389,3.366369,1.653449,0.3721286,1.816816
737,349,83,4.775259,0.1319051,3.908579,1.998598,0.6738393,1.983559
738,346,73,7.765842,3.634951,5.765533,4.465891,2.862482,4.552309
738,346,78,7.884121,3.850147,6.061154,4.661925,3.188924,4.280101
738,346,83,7.688716,3.465736,6.377883,5.116806,2.805506,4.262379
739,252,78,5.69399,1.702928,4.107884,2.078012,0.6521544,3.1944
739,252,83,5.679382,1.607436,4.391632,2.523225,1.326021,2.344912
739,252,88,6.209939,2.091864,4.770553,2.893775,1.486642,3.479143
740,262,73,7.995552,3.32446,7.562185,5.357129,3.442138,4.953868
740,262,78,7.986507,3.396754,7.966594,5.467519,3.797513,5.28706
740,262,83,8.209629,3.521525,8.107001,5.601388,4.089835,5.910998
740,262,88,8.485172,3.646181,8.066393,6.18716,4.674228,6.05506
741,366,78,4.674223,0.9650809,2.804987,3.726559,2.192294,1.512993
741,366,83,4.501712,0.8020016,3.529109,4.1065,2.971654,2.011574
742,251,73,5.240063,1.131402,3.748073,1.49374,-0.1512812,2.381749
742,251,78,5.360737,1.189367,3.800741,1.954097,0.3481138,2.234019
743,278,73,2.998467,-1.005122,0.805678,0.908626,-2.710516,-0.0225856
743,278,78,2.869126,-1.07881,1.071379,0.3120068,-2.164964,-0.830524
743,278,83,3.228281,-0.9571127,1.675755,0.1530927,-0.5956918,0.4528171
743,278,88,2.690754,-1.703749,1.020405,0.4038019,-1.609438,-2.075558
744,254,78,4.369428,-0.004008,3.321594,0.6676864,-1.115142,0.8451633
744,254,88,4.578343,0.2004889,3.519874,1.149391,-0.2983669,2.241827
745,394,73,3.72982,-1.12393,1.981771,1.123793,-0.0794271,-0.3464474
746,366,78,2.660609,-1.527858,1.828633,-0.8822458,-2.335922,0.258914
746,366,83,3.297189,-0.9364935,2.68874,0.2485723,-0.6204866,1.246787
746,366,88,4.083696,-0.3595362,3.434834,1.546242,0.6231186,2.710706
747,202,78,6.104236,0.9805792,4.291379,0.6097388,-0.992924,2.279026
748,353,73,6.89959,2.292535,5.083114,4.607253,2.882541,3.605471
748,353,78,6.433343,1.824549,5.030935,4.613263,2.404135,3.264848
749,369,88,4.389145,0.218332,3.133504,1.951689,1.217504,3.412001
750,365,78,3.155119,-0.9162907,2.263317,1.235176,-1.478985,0.3214344
750,365,88,3.337813,-1.609438,0.8878752,0.9490282,-2.624669,-0.3757553
751,202,73,8.847256,3.889961,7.368324,4.884988,3.093056,5.182828
751,202,78,8.951821,3.847612,7.406293,4.993394,3.412067,5.035206
752,202,73,8.847256,3.889961,7.368324,4.884988,3.093056,5.182828
752,202,78,8.951821,3.847612,7.406293,4.993394,3.412067,5.035206
752,202,83,9.192409,4.345609,7.790037,5.83762,4.416303,5.405761
753,355,73,3.679413,-0.6635884,1.900217,0.9433978,-1.194169,1.459826
753,355,78,4.231916,-0.1142891,2.653137,1.146043,-0.0248975,0.8933429
753,355,83,4.453746,0.14842,2.968038,2.534468,2.030602,2.371564
754,361,78,5.282124,0.3030632,3.190108,1.20309,-0.258601,2.088727
754,361,83,4.996645,0.2631332,3.428195,1.443887,0.4892216,1.560231
754,361,88,5.136114,0.2904283,3.803653,2.473103,0.9621782,1.313159
755,355,78,3.428096,-0.638659,1.536064,2.706341,0.8575496,-0.5436984
755,355,88,4.386784,0.1106465,2.964611,4.132421,2.159373,0.5176119
756,366,83,2.240209,-1.851509,0.3268344,1.712155,-0.9729861,-1.506114
757,382,78,4.841536,0.7565914,3.496417,2.871785,0.7214319,1.265475
757,382,83,4.359764,0.3118868,3.069637,2.820625,1.368133,0.7388809
758,358,73,3.898759,-0.4064656,2.847129,1.222884,0.0504308,0.8814475
758,358,78,4.415599,-0.0747236,3.026522,1.391359,-1.090449,0.7706608
758,358,88,5.341154,0.531804,3.40136,1.182065,-1.205584,1.838169
759,367,88,5.929922,1.172173,5.667137,4.309185,3.575543,4.670271
760,331,73,9.305787,4.18205,8.108683,6.027306,4.244264,4.921718
760,331,83,8.438378,3.618993,8.393569,5.710375,2.791807,5.976088
760,331,88,8.816838,3.65842,7.872905,5.343704,3.087964,6.001867
761,382,83,3.953444,-0.4700036,2.580941,3.500896,2.230051,1.915515
761,382,88,5.117163,0.3442987,3.603635,4.473269,3.417869,2.939975
762,251,83,5.640501,1.388043,4.107014,2.141874,0.7159449,2.079187
763,327,88,7.183009,1.94591,6.744712,3.298,1.911509,4.696182
764,284,78,4.025359,-0.9263411,2.601362,1.520177,-0.1869224,-0.1170371
764,284,83,4.479986,-0.7052198,2.790422,1.654527,0.0353628,1.163913
765,364,73,5.614667,1.14231,4.609231,2.121246,-0.3059095,2.324186
765,364,78,5.783583,1.223776,4.9171,1.738327,-0.6327155,2.266107
766,306,73,5.733865,1.686399,4.215999,1.120698,-0.654495,2.844823
767,358,88,3.51251,-0.6443571,2.363256,1.31335,-0.5172877,1.629851
768,357,78,3.683639,1.088562,2.565179,2.191783,0.6840899,2.549445
769,203,78,4.81167,1.098612,3.448043,0.2850679,-1.838748,0.7972382
769,203,83,5.164706,1.410987,3.968928,0.1060105,-1.827253,1.363139
770,382,83,1.657814,-2.024953,0.2624425,0.8956425,0.30993,-1.326089
770,382,88,3.231435,-1.482805,0.6330088,1.95142,0.858416,-0.4355834
771,362,73,5.395057,0.8940451,3.31972,2.093116,0.6256487,2.147773
771,362,78,5.137821,0.5877866,3.299589,2.172243,0.3187517,0.8717303
772,289,83,4.51774,-1.081755,3.610175,2.27689,0.6166134,1.242391
773,366,73,7.044583,3.177137,5.629307,5.074766,3.237132,3.278315
773,366,83,7.327497,2.995932,5.97331,5.010901,3.548414,3.527258
774,289,78,5.096714,-1.594549,1.765037,1.418555,-0.1293248,0.209317
775,384,88,1.695888,-3.170086,-0.0580743,0.8819134,-0.5385825,-0.9692237
776,284,78,2.886695,-1.44817,1.356374,1.442504,-0.0215419,-1.1046
776,284,83,2.011207,-2.780621,1.40992,1.539163,-1.19911,-2.295489
776,284,88,3.455681,-1.832582,1.075653,1.28469,-0.5172877,-0.2321823
777,382,73,5.622655,1.59696,4.287532,4.151532,2.803808,2.079752
778,251,78,5.590364,1.589235,4.210578,1.724682,0.4942963,2.824749
778,251,83,5.969223,1.902107,4.383907,2.289473,1.11091,3.137085
778,251,88,6.656531,2.360854,4.987085,2.776722,1.257582,4.200852
779,342,73,4.716229,0.5417427,2.98926,1.54951,0.0826917,1.764085
780,382,83,5.196022,0.479954,3.250162,2.362852,1.850905,1.9295
781,283,88,4.802985,0.0953102,2.536873,3.594973,2.1303,1.943684
782,211,73,7.879863,1.989106,5.790347,4.158712,2.234296,3.646298
782,211,78,7.745888,2.104134,5.703703,4.013192,1.952911,3.50093
783,283,73,7.821981,3.194583,6.946138,6.853374,5.323791,4.588582
783,283,78,8.127775,3.234749,7.147079,7.089182,5.492029,4.895275
783,283,83,8.21276,3.374169,7.666958,7.328239,5.799876,5.314963
783,283,88,8.248939,3.284664,7.629386,7.681937,6.258648,5.891548
784,285,78,4.631401,-0.2306718,3.070341,2.075158,0.6461586,0.8451633
784,285,88,5.246189,0.1638181,3.532891,3.53824,2.160599,1.047387
785,358,88,3.80596,-1.018877,2.163815,1.519397,-0.0474866,-0.0019474
786,339,73,3.94077,-0.0618754,3.690429,-0.0260253,-1.99902,1.739552
786,339,78,4.442074,0.266203,3.918717,-0.1515475,-2.858111,1.77394
786,339,83,4.076385,-0.0140989,4.274658,-0.1674273,-2.010974,0.7732682
787,367,88,3.930806,-0.8940401,2.473247,2.661021,1.52983,1.026
788,356,73,4.303486,0.1397619,3.026519,1.491303,0.0849568,0.5420935
788,356,78,4.534493,0.1097509,2.853549,1.60271,-0.3198892,0.1872844
789,281,78,6.172257,1.360977,5.968226,2.204126,0.6444389,4.013879
789,281,83,6.154339,1.40266,6.362853,2.719048,1.629042,3.745727
790,365,78,4.684036,-0.6348783,1.734425,1.053655,-1.015296,0.1417069
791,372,73,8.867992,4.203199,6.805536,6.715805,4.568189,5.039447
792,289,78,5.208328,0.7065569,3.403185,3.174812,1.75701,2.225994
792,289,83,5.392486,0.8565407,4.148947,3.518471,1.926602,2.315221
792,289,88,5.980283,1.189062,4.395613,3.920699,2.644975,2.644186
793,354,78,3.785251,-0.6236211,2.352512,1.104665,-0.338113,0.2056784
794,386,78,3.43969,-0.9996724,1.117341,2.493382,0.5786375,-0.8512859
794,386,83,3.577616,-0.9519179,1.394148,2.343925,0.3983155,-0.662098
795,324,73,7.449785,2.70805,6.704326,2.454634,1.331235,4.523594
796,265,78,6.184418,1.252763,6.033512,2.28386,-2.044011,3.522137
796,265,83,6.070478,1.098612,6.599289,1.788157,-0.3024132,3.831667
796,265,88,6.416922,1.238374,6.578263,1.769415,-0.0658921,4.761991
797,381,73,4.406288,0.1823216,2.517857,1.955118,0.8480014,1.304907
797,381,78,5.232951,1.029619,3.330604,2.955935,1.703257,1.965127
797,381,83,6.070388,1.731656,4.769356,3.651153,2.664365,3.657151
797,381,88,7.041756,2.272126,6.02019,5.001938,4.172245,3.674723
798,221,73,7.067894,2.917771,5.996292,2.803438,0.9587272,3.673753
798,221,78,6.664203,2.76001,5.605237,2.654019,1.082083,2.993192
798,221,83,6.366679,2.302585,5.576177,2.815759,1.21627,3.000553
799,286,73,6.773365,1.189671,5.487512,5.035114,3.44056,3.478373
799,286,78,6.747795,1.33579,5.725719,5.240699,3.518227,4.193109
799,286,83,6.695171,1.426716,6.160028,5.385122,3.722449,3.290624
799,286,88,6.946641,1.56465,6.005514,5.621052,4.144897,3.97262
800,394,88,4.339239,0.1088544,2.92223,2.496573,1.320918,1.923851
801,357,78,1.189156,-0.4307829,2.873227,1.556151,-0.8039872,-0.3738797
801,357,83,2.835196,-0.3312857,2.441595,1.561056,0.738772,0.6430846
802,220,78,4.824285,0.6836017,3.69687,1.558735,0.8456571,3.006274
802,220,88,4.701702,-0.1923719,3.708577,2.886351,0.995218,1.192329
803,331,73,8.090998,3.255208,8.155889,3.113614,1.396708,4.998804
804,366,78,3.810996,0.0382587,2.302734,2.480562,0.272402,0.5209237
804,366,83,4.112105,0.0639133,2.975644,2.916802,1.206893,1.232652
805,254,78,4.617693,0.2021242,3.447283,1.530615,-0.2997768,1.512335
805,254,83,4.150862,-0.1392621,3.559727,1.462268,-0.7356579,1.145964
806,367,73,4.055447,0.5833324,3.040971,3.103362,1.765557,1.604962
806,367,78,4.745864,1.067122,3.349171,3.188014,1.331977,2.624885
806,367,83,6.463681,2.252134,5.551445,4.109196,3.40904,4.460597
806,367,88,6.042836,1.86377,4.986109,5.007893,3.185874,3.115502
807,357,78,2.230528,-0.1531512,1.926751,2.862983,1.304782,1.266737
807,357,83,3.407242,-0.2459005,2.161556,3.158699,1.500948,1.401439
808,382,73,3.543567,-1.041287,2.106371,2.123909,0.4582352,0.6022936
808,382,78,4.228107,-0.3078848,2.58225,2.378108,1.408585,1.750886
808,382,83,4.247148,-0.1863296,3.273703,2.996636,1.576273,0.3435681
808,382,88,4.812666,0.2791457,3.212357,3.361198,1.768628,2.079806
809,329,73,3.63667,-0.4369557,2.032124,1.143509,-1.599634,0.3502025
809,329,78,3.382904,-0.597837,2.282991,0.6882829,-2.031432,0.6244208
810,289,78,4.250288,-0.7486599,2.656181,2.777507,1.137728,0.9849253
810,289,83,4.406238,-0.5430046,3.041077,2.980418,1.010066,1.374269
810,289,88,4.913451,-0.1109316,3.514966,3.213789,1.79866,2.172162
811,371,83,7.197408,2.531631,6.065305,4.804925,2.651593,3.079321
811,371,88,7.67498,2.25066,5.833718,4.816022,3.23315,4.605763
812,363,73,6.08549,1.648659,4.374117,2.215961,1.228545,3.414834
812,363,78,6.129813,1.45652,4.417995,2.834524,1.251357,2.086506
812,363,83,6.654495,2.00256,4.96876,3.496339,2.21727,3.01702
813,371,83,5.594601,1.315872,4.43049,2.099936,0.6000842,3.201141
813,371,88,7.082203,2.76001,6.504134,3.239091,2.528083,5.339262
814,362,88,6.780485,2.583997,5.014513,2.819247,2.131218,3.201251
815,362,78,3.42448,-1.22078,1.660642,0.5916589,-1.033562,-1.419681
816,367,73,5.713564,2.379731,4.832474,4.668328,2.182336,2.910299
817,357,78,3.795109,1.386294,3.608859,2.293664,1.793397,2.710038
818,353,78,5.793503,1.543298,4.148522,2.444237,0.654713,3.735642
818,353,83,5.040578,0.6931472,4.812862,2.474956,0.6818349,2.750084
818,353,88,5.113523,0.3364722,4.932393,2.548196,0.7526914,1.113098
819,240,78,4.531622,0.1972102,4.134665,2.861333,0.7719281,1.145743
820,262,73,7.732335,3.292126,7.169465,5.09154,3.22379,5.574407
820,262,78,7.839015,3.493473,7.425195,5.044977,3.740787,5.559573
820,262,83,7.571336,3.022861,7.865853,5.317459,3.614166,4.723934
820,262,88,7.523743,2.904165,7.420457,5.380718,3.549118,4.921804
821,353,73,6.510821,2.350422,5.488989,2.472216,0.0170944,3.8502
821,353,78,6.39518,2.175206,5.302339,2.504038,1.264405,3.192256
822,291,73,8.503072,2.108757,8.134255,4.783611,3.029634,5.764825
822,291,78,8.71771,2.591816,8.594857,4.885977,3.043741,6.619619
823,371,73,6.354664,1.833381,4.870717,3.987334,2.049757,3.90924
823,371,78,6.30122,1.987874,4.981949,3.946567,1.110022,2.927725
824,382,73,4.733586,0.6491953,3.302615,1.355765,-0.189242,1.003219
824,382,83,5.630004,1.327075,4.157897,3.052902,1.577203,1.54255
825,335,73,2.298782,-1.469676,0.7821211,0.0082906,-2.09433,0.290779
825,335,78,3.086118,-0.9649559,1.337747,0.3683702,-2.223804,1.383305
825,335,83,3.099151,-1.117795,2.849595,1.565713,-0.006772,0.3699135
826,384,88,4.071373,0.0760347,2.714579,1.060059,-0.5060062,1.022157
827,344,78,5.782538,1.439361,3.985162,2.621087,0.9110309,2.994836
828,376,73,7.994717,3.342862,7.502823,5.029421,3.83046,5.168494
828,376,78,7.97764,3.332205,7.446928,4.807834,2.396404,5.490669
828,376,83,8.282661,3.756538,7.909503,5.472822,4.673323,5.371622
828,376,88,8.661934,4.212128,7.170733,6.630883,5.238034,5.863476
829,265,73,6.127848,1.84055,5.73396,2.620749,0.9014021,3.697342
829,265,78,6.583164,2.351375,5.822176,2.905327,1.187443,3.772624
830,349,73,4.804715,0.9360933,3.033114,2.965486,1.293444,1.627146
831,240,73,6.311952,2.015836,6.131453,3.346231,1.684847,4.407113
831,240,78,6.45824,2.063058,6.186399,3.392073,2.053283,3.843744
832,347,88,5.11485,-0.2269006,4.177152,2.364435,0.921879,2.464929
833,355,78,3.853387,-0.8818893,1.669676,1.51891,0.4387836,0.3669208
833,355,83,4.273646,-0.239527,2.8649,2.675811,1.932646,1.718069
833,355,88,4.721126,-0.3783364,3.348914,3.658311,2.061405,1.087198
834,386,78,2.11919,-2.154165,0.7699701,0.7740848,-0.4550343,-0.5991948
834,386,88,4.650951,0.1124354,3.121953,3.478827,2.61884,1.541001
835,394,78,6.544082,2.60269,4.933701,4.772749,2.997616,2.982057
835,394,83,6.492537,2.890372,5.254083,5.137543,3.023192,3.15164
835,394,88,6.864013,2.397895,5.230385,5.268583,3.393795,3.198673
836,203,73,4.186221,0.8796268,3.487747,-0.2203763,-1.729687,1.24243
836,203,78,4.553658,1.119395,4.340971,0.1564431,-1.145601,4.140834
837,357,88,6.010282,1.368385,3.974852,3.883837,3.167491,3.333211
838,280,73,7.44688,2.229477,7.296864,5.175366,3.388639,5.527596
839,201,73,7.165208,2.520596,6.022287,3.440144,1.703404,4.033032
839,201,78,7.346694,2.555986,6.30075,3.69614,1.950583,3.859692
840,371,73,5.934277,1.718113,4.250089,3.372165,1.942385,2.482422
841,209,78,6.281962,1.69286,4.816918,2.702903,1.114335,3.023914
841,209,83,6.768968,1.927455,5.228865,3.0871,1.8463,3.633536
841,209,88,7.066094,2.031564,5.426697,3.558447,1.936619,3.953001
842,351,73,7.084734,2.251292,6.592875,2.030401,0.6857306,5.281868
842,351,83,8.101843,3.663562,7.604657,5.27797,3.661512,5.013514
842,351,88,7.767746,3.332205,7.229216,5.383994,3.491959,4.29502
843,372,73,8.953412,4.3669,6.83492,7.089119,4.722691,4.417794
843,372,78,8.840595,4.256279,6.766341,7.105271,5.622786,5.502975
843,372,83,9.029751,4.310343,7.348091,7.331398,5.825433,6.587048
843,372,88,9.645813,4.799264,7.82171,7.816683,6.379057,6.768091
844,356,78,4.419001,0.266203,3.979598,0.8607572,-0.9624206,1.907661
844,356,83,4.176036,0.0544882,4.382357,1.014052,-0.7010523,1.578863
845,361,73,7.667714,3.367296,5.677442,5.647254,3.774402,4.300538
845,361,78,7.518164,3.218876,5.763299,5.304738,2.750523,4.340077
845,361,83,7.737874,3.332205,6.654622,5.26886,3.561276,4.174466
846,356,73,5.865924,1.493129,4.482091,2.973818,0.395564,2.358792
846,356,78,5.719761,1.425275,4.490948,2.731517,0.4260174,2.148111
846,356,83,5.135732,0.8350807,4.442926,2.496103,0.0418563,0.8173525
847,358,78,5.72193,1.549476,4.305657,3.138706,1.065841,2.646492
848,314,88,3.39338,-0.7765288,1.269301,-0.9844816,-3.050336,-0.2902795
849,260,73,8.113026,3.465736,7.188413,4.814831,3.289706,5.31389
849,260,78,8.219915,3.349904,7.450034,5.142677,3.650743,5.014052
849,260,83,7.900134,2.833213,7.670233,5.451451,4.009479,4.431156
849,260,88,8.310595,3.044523,7.61089,5.482191,3.952729,5.861263
850,382,78,4.905799,0.5922213,2.974844,3.536738,2.026205,2.223413
850,382,83,4.84544,0.7178398,3.890428,3.839189,2.354317,1.602086
850,382,88,5.534133,0.9631743,3.539097,4.30462,2.919727,2.301125
851,382,78,3.947664,-0.2510287,2.525967,1.038932,-0.5612565,0.8019345
851,382,83,4.036588,-0.1791266,2.832555,1.912996,1.013338,0.6049328
851,382,88,4.433331,-0.0080322,2.767652,2.240633,0.2545299,1.642353
852,384,83,2.530688,-1.514128,1.338635,-2.613251,-2.089617,-0.1152431
852,384,88,3.266354,-0.6931472,2.022011,0.9189461,-0.1887188,1.130523
853,271,73,5.973713,1.109882,5.336512,2.109924,0.2962659,3.466356
854,367,83,2.650945,-1.294627,0.555976,0.4486726,-1.636806,0.7557446
855,384,73,5.198346,0.8091509,3.813477,3.893237,2.912966,2.900249
855,384,78,5.850385,1.398964,4.424685,4.689589,3.373214,2.688964
855,384,83,6.177454,1.652306,4.928256,5.156803,3.744316,3.320767
855,384,88,6.541986,1.841026,4.915055,5.487388,4.15495,4.002209
856,324,73,5.879012,1.037446,5.824916,-0.0823113,-2.017369,3.882714
857,394,73,3.733129,-0.356675,0.8711168,1.933583,-0.7080357,-0.9051864
857,394,78,4.895097,0.9162908,2.737464,2.108692,0.6235687,1.616873
858,357,78,4.922244,2.405593,5.573912,4.683422,3.656348,3.787745
859,372,73,4.896451,0.5463858,3.72668,1.031114,-0.6931472,0.921735
860,283,73,7.958959,3.218876,6.907107,6.939884,5.387642,5.367575
860,283,78,8.195285,3.356897,7.61548,7.215019,5.577872,5.449391
860,283,83,8.280441,3.484312,7.982894,7.465273,5.992715,5.744463
860,283,88,8.626993,3.465736,7.79997,7.833501,6.471084,5.893158
861,272,73,5.897691,1.395997,4.722501,4.61874,2.814937,2.40978
862,366,83,2.477564,-1.575037,1.28803,0.1782638,-3.324361,-0.2989354
862,366,88,2.856143,-1.418818,1.553835,0.550676,-1.396979,0.0362982
863,354,88,4.222056,-0.4652151,2.691375,2.366414,0.6400726,0.4560448
864,356,73,2.740552,-1.714798,0.8156064,-1.226474,-2.479993,-0.7785807
864,356,78,2.855011,-1.714798,1.873408,-0.7232684,-2.353016,-0.3958104
864,356,83,2.846509,-1.560648,2.183568,-0.2174231,-1.740241,-0.8456038
865,366,78,3.108485,-0.9038682,1.504409,-0.0545427,-1.220502,-0.1511701
866,367,73,3.561405,0.0487901,2.773054,2.772743,1.041164,1.362439
866,367,78,3.813772,0.0953102,2.781042,2.539906,-0.1596302,1.009156
866,367,83,4.201402,0.3715636,3.04699,2.407037,1.175448,1.380428
866,367,88,4.798083,0.6549259,3.446554,3.128559,1.845064,2.045305
867,367,73,3.236352,-0.4019712,2.432263,2.365759,0.7938169,0.1409479
868,206,73,4.275851,0.0769611,3.627479,-1.722077,-3.521446,1.294081
869,366,83,3.202267,-0.6831968,1.953295,1.613246,1.019038,0.1542959
869,366,88,2.950456,-1.032825,1.741217,2.403518,1.004815,-0.4645709
870,367,78,2.591893,-1.180907,2.228408,2.561584,0.5896065,0.1299803
871,364,73,6.842768,2.302585,5.71101,3.621047,2.040836,3.226391
871,364,78,6.882556,2.441651,5.640472,3.771074,2.167648,3.670047
871,364,83,6.739411,2.351375,5.831963,4.002272,2.215062,3.465322
872,283,73,6.793866,2.10389,5.768856,5.184371,3.646427,4.026592
873,366,73,3.70641,0.0178399,2.812567,2.54992,1.311523,2.913402
874,252,78,5.632044,1.130434,4.040141,2.654145,1.820575,2.906085
874,252,83,6.12367,1.309143,4.994824,3.710358,2.552236,2.896513
874,252,88,6.613515,1.723837,5.146878,4.293366,2.925704,4.030826
875,382,78,5.106269,0.8389776,3.92085,3.685452,2.455376,2.775383
875,382,83,5.713999,1.403643,4.983244,4.477213,3.200668,2.953341
875,382,88,6.386266,1.76336,5.001862,5.035325,3.81715,3.839557
876,394,73,5.666571,1.586169,4.515674,4.012528,2.362804,3.604796
876,394,78,5.902967,1.383541,4.381504,4.216283,2.704547,2.647761
876,394,83,5.861387,1.387793,4.557405,4.533002,3.083807,2.477931
877,356,73,4.604253,0.3118868,2.489857,2.482755,0.9123421,0.7320816
877,356,78,4.495982,0.4167347,3.059828,2.752756,1.128224,0.7079623
877,356,83,4.200854,-0.1589957,2.802466,2.976206,1.489092,1.08358
